proxy_id,proxy_class,component,input_feature_names,missing_input_feature_names,deterministic_operation,deployment_available,o2_parity,zero_semantics,output_dimension,status,evidence_class
P3_ORTHOGONAL_SQUARED_VISCOSITY_1p50,P3_BASE_OPERATOR_ALIGNMENT,viscosity_laplacian_acceleration,"[""obs__delta_L_1p50__viscosity_acceleration_x"", ""obs__delta_L_1p50__viscosity_acceleration_y"", ""obs__L_1p00__viscosity_acceleration_x"", ""obs__L_1p00__viscosity_acceleration_y""]",[],ORTHOGONAL,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_BASE_MAKES_NORMALIZED_DECOMPOSITION_NOT_APPLICABLE; NO_DIRECTION_IS_CHOSEN,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P3_NORM_RATIO_VISCOSITY_1p50,P3_BASE_OPERATOR_ALIGNMENT,viscosity_laplacian_acceleration,"[""obs__delta_L_1p50__viscosity_acceleration_x"", ""obs__delta_L_1p50__viscosity_acceleration_y"", ""obs__L_1p00__viscosity_acceleration_x"", ""obs__L_1p00__viscosity_acceleration_y""]",[],NORM_RATIO,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_BASE_MAKES_NORMALIZED_DECOMPOSITION_NOT_APPLICABLE; NO_DIRECTION_IS_CHOSEN,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P2_GRAM_VISCOSITY_0p75_0p75,P2_CROSS_SCALE_GRAM,viscosity_laplacian_acceleration,"[""obs__delta_L_0p75__viscosity_acceleration_x"", ""obs__delta_L_0p75__viscosity_acceleration_y"", ""obs__delta_L_0p75__viscosity_acceleration_x"", ""obs__delta_L_0p75__viscosity_acceleration_y""]",[],DOT,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P2_GRAM_VISCOSITY_0p75_1p25,P2_CROSS_SCALE_GRAM,viscosity_laplacian_acceleration,"[""obs__delta_L_0p75__viscosity_acceleration_x"", ""obs__delta_L_0p75__viscosity_acceleration_y"", ""obs__delta_L_1p25__viscosity_acceleration_x"", ""obs__delta_L_1p25__viscosity_acceleration_y""]",[],DOT,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P2_GRAM_VISCOSITY_0p75_1p50,P2_CROSS_SCALE_GRAM,viscosity_laplacian_acceleration,"[""obs__delta_L_0p75__viscosity_acceleration_x"", ""obs__delta_L_0p75__viscosity_acceleration_y"", ""obs__delta_L_1p50__viscosity_acceleration_x"", ""obs__delta_L_1p50__viscosity_acceleration_y""]",[],DOT,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P2_SIGNED_CROSS_VISCOSITY_0p75_1p25,P2_CROSS_SCALE_GRAM,viscosity_laplacian_acceleration,"[""obs__delta_L_0p75__viscosity_acceleration_x"", ""obs__delta_L_0p75__viscosity_acceleration_y"", ""obs__delta_L_1p25__viscosity_acceleration_x"", ""obs__delta_L_1p25__viscosity_acceleration_y""]",[],CROSS,True,O2_PSEUDOSCALAR_REFLECTION_ODD,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P2_SIGNED_CROSS_VISCOSITY_0p75_1p50,P2_CROSS_SCALE_GRAM,viscosity_laplacian_acceleration,"[""obs__delta_L_0p75__viscosity_acceleration_x"", ""obs__delta_L_0p75__viscosity_acceleration_y"", ""obs__delta_L_1p50__viscosity_acceleration_x"", ""obs__delta_L_1p50__viscosity_acceleration_y""]",[],CROSS,True,O2_PSEUDOSCALAR_REFLECTION_ODD,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P2_GRAM_VISCOSITY_1p25_1p25,P2_CROSS_SCALE_GRAM,viscosity_laplacian_acceleration,"[""obs__delta_L_1p25__viscosity_acceleration_x"", ""obs__delta_L_1p25__viscosity_acceleration_y"", ""obs__delta_L_1p25__viscosity_acceleration_x"", ""obs__delta_L_1p25__viscosity_acceleration_y""]",[],DOT,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P2_GRAM_VISCOSITY_1p25_1p50,P2_CROSS_SCALE_GRAM,viscosity_laplacian_acceleration,"[""obs__delta_L_1p25__viscosity_acceleration_x"", ""obs__delta_L_1p25__viscosity_acceleration_y"", ""obs__delta_L_1p50__viscosity_acceleration_x"", ""obs__delta_L_1p50__viscosity_acceleration_y""]",[],DOT,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P2_SIGNED_CROSS_VISCOSITY_1p25_1p50,P2_CROSS_SCALE_GRAM,viscosity_laplacian_acceleration,"[""obs__delta_L_1p25__viscosity_acceleration_x"", ""obs__delta_L_1p25__viscosity_acceleration_y"", ""obs__delta_L_1p50__viscosity_acceleration_x"", ""obs__delta_L_1p50__viscosity_acceleration_y""]",[],CROSS,True,O2_PSEUDOSCALAR_REFLECTION_ODD,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P2_GRAM_VISCOSITY_1p50_1p50,P2_CROSS_SCALE_GRAM,viscosity_laplacian_acceleration,"[""obs__delta_L_1p50__viscosity_acceleration_x"", ""obs__delta_L_1p50__viscosity_acceleration_y"", ""obs__delta_L_1p50__viscosity_acceleration_x"", ""obs__delta_L_1p50__viscosity_acceleration_y""]",[],DOT,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P4_VTV_SUPPORT_COV_VISCOSITY_0p75,P4_TENSOR_SCALE_RESPONSE_CONTRACTIONS,viscosity_laplacian_acceleration,"[""obs__delta_L_0p75__viscosity_acceleration_x"", ""obs__delta_L_0p75__viscosity_acceleration_y"", ""obs__base_cov_xx_over_h2"", ""obs__base_cov_xy_over_h2"", ""obs__base_cov_yy_over_h2""]",[],VECTOR_TENSOR_VECTOR,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P4_VTV_SUPPORT_COV_VISCOSITY_1p25,P4_TENSOR_SCALE_RESPONSE_CONTRACTIONS,viscosity_laplacian_acceleration,"[""obs__delta_L_1p25__viscosity_acceleration_x"", ""obs__delta_L_1p25__viscosity_acceleration_y"", ""obs__base_cov_xx_over_h2"", ""obs__base_cov_xy_over_h2"", ""obs__base_cov_yy_over_h2""]",[],VECTOR_TENSOR_VECTOR,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P4_VTV_SUPPORT_COV_VISCOSITY_1p50,P4_TENSOR_SCALE_RESPONSE_CONTRACTIONS,viscosity_laplacian_acceleration,"[""obs__delta_L_1p50__viscosity_acceleration_x"", ""obs__delta_L_1p50__viscosity_acceleration_y"", ""obs__base_cov_xx_over_h2"", ""obs__base_cov_xy_over_h2"", ""obs__base_cov_yy_over_h2""]",[],VECTOR_TENSOR_VECTOR,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P4_VTV_LOCAL_DV_SECOND_VISCOSITY_0p75,P4_TENSOR_SCALE_RESPONSE_CONTRACTIONS,viscosity_laplacian_acceleration,"[""obs__delta_L_0p75__viscosity_acceleration_x"", ""obs__delta_L_0p75__viscosity_acceleration_y"", ""obs__local_dv_second_xx"", ""obs__local_dv_second_xy"", ""obs__local_dv_second_yy""]",[],VECTOR_TENSOR_VECTOR,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P4_VTV_LOCAL_DV_SECOND_VISCOSITY_1p25,P4_TENSOR_SCALE_RESPONSE_CONTRACTIONS,viscosity_laplacian_acceleration,"[""obs__delta_L_1p25__viscosity_acceleration_x"", ""obs__delta_L_1p25__viscosity_acceleration_y"", ""obs__local_dv_second_xx"", ""obs__local_dv_second_xy"", ""obs__local_dv_second_yy""]",[],VECTOR_TENSOR_VECTOR,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P4_VTV_LOCAL_DV_SECOND_VISCOSITY_1p50,P4_TENSOR_SCALE_RESPONSE_CONTRACTIONS,viscosity_laplacian_acceleration,"[""obs__delta_L_1p50__viscosity_acceleration_x"", ""obs__delta_L_1p50__viscosity_acceleration_y"", ""obs__local_dv_second_xx"", ""obs__local_dv_second_xy"", ""obs__local_dv_second_yy""]",[],VECTOR_TENSOR_VECTOR,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P4_TRACE_SUPPORT_COV,P4_TENSOR_SCALE_RESPONSE_CONTRACTIONS,MOMENTUM,"[""obs__base_cov_xx_over_h2"", ""obs__base_cov_xy_over_h2"", ""obs__base_cov_yy_over_h2""]",[],TRACE,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P4_DEVIATORIC_SUPPORT_COV,P4_TENSOR_SCALE_RESPONSE_CONTRACTIONS,MOMENTUM,"[""obs__base_cov_xx_over_h2"", ""obs__base_cov_xy_over_h2"", ""obs__base_cov_yy_over_h2""]",[],DEVIATORIC_NORM_SQUARED,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P4_TRACE_LOCAL_DV_SECOND,P4_TENSOR_SCALE_RESPONSE_CONTRACTIONS,MOMENTUM,"[""obs__local_dv_second_xx"", ""obs__local_dv_second_xy"", ""obs__local_dv_second_yy""]",[],TRACE,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P4_DEVIATORIC_LOCAL_DV_SECOND,P4_TENSOR_SCALE_RESPONSE_CONTRACTIONS,MOMENTUM,"[""obs__local_dv_second_xx"", ""obs__local_dv_second_xy"", ""obs__local_dv_second_yy""]",[],DEVIATORIC_NORM_SQUARED,True,O2_INVARIANT_REFLECTION_EVEN,ZERO_INPUTS_PROPAGATE_WITHOUT_FRAME_FALLBACK,1,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
P5_NONBASE_SUPPORT_ANISOTROPY_UNAVAILABLE,P5_DIRECTIONAL_TOPOLOGY_SUPPORT_ANISOTROPY,MOMENTUM,[],[],NOT_AVAILABLE,False,NOT_APPLICABLE,NO_PROXY_FABRICATED_FROM_SCALAR_TOPOLOGY_COUNTS,,NOT_AVAILABLE_AT_DEPLOYMENT,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
